"Account","Beginning Of Interval","Followers"
"Cristina Kirchner",2019-05-19,680611
"Cristina Kirchner",2019-05-20,682849
"Cristina Kirchner",2019-05-21,685907
"Cristina Kirchner",2019-05-22,687697
"Cristina Kirchner",2019-05-23,688980
"Cristina Kirchner",2019-05-24,690079
"Cristina Kirchner",2019-05-25,691962
"Cristina Kirchner",2019-05-26,693993
"Cristina Kirchner",2019-05-27,695323
"Cristina Kirchner",2019-05-28,696903
"Cristina Kirchner",2019-05-29,698718
"Cristina Kirchner",2019-05-30,700171
"Cristina Kirchner",2019-05-31,701386
"Cristina Kirchner",2019-06-01,702354
"Cristina Kirchner",2019-06-02,703251
"Cristina Kirchner",2019-06-03,704032
"Cristina Kirchner",2019-06-04,704950
"Cristina Kirchner",2019-06-05,705864
"Cristina Kirchner",2019-06-06,706674
"Cristina Kirchner",2019-06-07,707448
"Cristina Kirchner",2019-06-08,708021
"Cristina Kirchner",2019-06-09,708908
"Cristina Kirchner",2019-06-10,710350
"Cristina Kirchner",2019-06-11,712128
"Cristina Kirchner",2019-06-12,714046
"Cristina Kirchner",2019-06-13,715685
"Cristina Kirchner",2019-06-14,716821
"Cristina Kirchner",2019-06-15,717888
"Cristina Kirchner",2019-06-16,719020
"Cristina Kirchner",2019-06-17,720441
"Cristina Kirchner",2019-06-18,721614
"Cristina Kirchner",2019-06-19,722544
"Cristina Kirchner",2019-06-20,724088
"Cristina Kirchner",2019-06-21,726168
"Cristina Kirchner",2019-06-22,727068
"Cristina Kirchner",2019-06-23,728267
"Cristina Kirchner",2019-06-24,729430
"Cristina Kirchner",2019-06-25,730589
"Cristina Kirchner",2019-06-26,731823
"Cristina Kirchner",2019-06-27,732895
"Cristina Kirchner",2019-06-28,734081
"Cristina Kirchner",2019-06-29,735654
"Cristina Kirchner",2019-06-30,736728
"Cristina Kirchner",2019-07-01,737667
"Cristina Kirchner",2019-07-02,738423
"Cristina Kirchner",2019-07-03,739247
"Cristina Kirchner",2019-07-04,740058
"Cristina Kirchner",2019-07-05,740921
"Cristina Kirchner",2019-07-06,741656
"Cristina Kirchner",2019-07-07,742515
"Cristina Kirchner",2019-07-08,743422
"Cristina Kirchner",2019-07-09,744728
"Cristina Kirchner",2019-07-10,745701
"Cristina Kirchner",2019-07-11,746597
"Cristina Kirchner",2019-07-12,747402
"Cristina Kirchner",2019-07-13,748287
"Cristina Kirchner",2019-07-14,749184
"Cristina Kirchner",2019-07-15,750030
"Cristina Kirchner",2019-07-16,750950
"Cristina Kirchner",2019-07-17,751910
"Cristina Kirchner",2019-07-18,752939
"Cristina Kirchner",2019-07-19,753892
"Cristina Kirchner",2019-07-20,754847
"Cristina Kirchner",2019-07-21,755680
"Cristina Kirchner",2019-07-22,756589
"Cristina Kirchner",2019-07-23,757770
"Cristina Kirchner",2019-07-24,758901
"Cristina Kirchner",2019-07-25,759890
"Cristina Kirchner",2019-07-26,760848
"Cristina Kirchner",2019-07-27,762023
"Cristina Kirchner",2019-07-28,763129
"Cristina Kirchner",2019-07-29,764278
"Cristina Kirchner",2019-07-30,765536
"Cristina Kirchner",2019-07-31,766594
"Cristina Kirchner",2019-08-01,767802
"Cristina Kirchner",2019-08-02,769022
"Cristina Kirchner",2019-08-03,770508
"Cristina Kirchner",2019-08-04,772156
"Cristina Kirchner",2019-08-05,774067
"Cristina Kirchner",2019-08-06,777662
"Cristina Kirchner",2019-08-07,781364
"Cristina Kirchner",2019-08-08,787767
"Cristina Kirchner",2019-08-09,791845
"Cristina Kirchner",2019-08-10,794204
"Cristina Kirchner",2019-08-11,805530
"Cristina Kirchner",2019-08-12,827867
"Cristina Kirchner",2019-08-13,833963
"Cristina Kirchner",2019-08-14,839197
"Cristina Kirchner",2019-08-15,843064
"Cristina Kirchner",2019-08-16,845818
"Cristina Kirchner",2019-08-17,848110
"Cristina Kirchner",2019-08-18,850211
"Cristina Kirchner",2019-08-19,852016
"Cristina Kirchner",2019-08-20,853762
"Cristina Kirchner",2019-08-21,855286
"Cristina Kirchner",2019-08-22,856693
"Cristina Kirchner",2019-08-23,857909
"Cristina Kirchner",2019-08-24,858971
"Cristina Kirchner",2019-08-25,860161
"Cristina Kirchner",2019-08-26,861179
"Cristina Kirchner",2019-08-27,862091
"Cristina Kirchner",2019-08-28,863037
"Cristina Kirchner",2019-08-29,863910
"Cristina Kirchner",2019-08-30,864887
"Cristina Kirchner",2019-08-31,865953
"Cristina Kirchner",2019-09-01,867197
"Cristina Kirchner",2019-09-02,868172
"Cristina Kirchner",2019-09-03,869148
"Cristina Kirchner",2019-09-04,870062
"Cristina Kirchner",2019-09-05,870978
"Cristina Kirchner",2019-09-06,871772
"Cristina Kirchner",2019-09-07,872665
"Cristina Kirchner",2019-09-08,873594
"Cristina Kirchner",2019-09-09,874406
"Cristina Kirchner",2019-09-10,875109
"Cristina Kirchner",2019-09-11,875883
"Cristina Kirchner",2019-09-12,876541
"Cristina Kirchner",2019-09-13,877204
"Cristina Kirchner",2019-09-14,877744
"Cristina Kirchner",2019-09-15,878342
"Cristina Kirchner",2019-09-16,878937
"Cristina Kirchner",2019-09-17,879618
"Cristina Kirchner",2019-09-18,880184
"Cristina Kirchner",2019-09-19,880812
"Cristina Kirchner",2019-09-20,881411
"Cristina Kirchner",2019-09-21,881959
"Cristina Kirchner",2019-09-22,882578
"Cristina Kirchner",2019-09-23,883158
"Cristina Kirchner",2019-09-24,883828
"Cristina Kirchner",2019-09-25,884409
"Cristina Kirchner",2019-09-26,884999
"Cristina Kirchner",2019-09-27,885701
"Cristina Kirchner",2019-09-28,886258
"Cristina Kirchner",2019-09-29,886951
"Cristina Kirchner",2019-09-30,887485
"Cristina Kirchner",2019-10-01,888241
"Cristina Kirchner",2019-10-02,888824
"Cristina Kirchner",2019-10-03,889390
"Cristina Kirchner",2019-10-04,889913
"Cristina Kirchner",2019-10-05,890498
"Cristina Kirchner",2019-10-06,890971
"Cristina Kirchner",2019-10-07,891457
"Cristina Kirchner",2019-10-08,891937
"Cristina Kirchner",2019-10-09,892341
"Cristina Kirchner",2019-10-10,892696
"Cristina Kirchner",2019-10-11,892847
"Cristina Kirchner",2019-10-12,893099
"Cristina Kirchner",2019-10-13,893544
"Cristina Kirchner",2019-10-14,894498
"Cristina Kirchner",2019-10-15,895568
"Cristina Kirchner",2019-10-16,896791
"Cristina Kirchner",2019-10-17,898707
"Cristina Kirchner",2019-10-18,901049
"Cristina Kirchner",2019-10-19,902230
"Cristina Kirchner",2019-10-20,903528
"Cristina Kirchner",2019-10-21,906057
"Cristina Kirchner",2019-10-22,907898
"Cristina Kirchner",2019-10-23,909619
"Cristina Kirchner",2019-10-24,912157
"Cristina Kirchner",2019-10-25,917159
"Cristina Kirchner",2019-10-26,919619
"Cristina Kirchner",2019-10-27,932699
"Cristina Kirchner",2019-10-28,962127
"Cristina Kirchner",2019-10-29,970522
"Cristina Kirchner",2019-10-30,978597
"Cristina Kirchner",2019-10-31,984845
"Cristina Kirchner",2019-11-01,988539
"Cristina Kirchner",2019-11-02,991595
"Cristina Kirchner",2019-11-03,994944
"Cristina Kirchner",2019-11-04,997821
"Cristina Kirchner",2019-11-05,1000375
"Cristina Kirchner",2019-11-06,1002192
"Cristina Kirchner",2019-11-07,1003783
"Cristina Kirchner",2019-11-08,1005905
"Cristina Kirchner",2019-11-09,1008432
"Cristina Kirchner",2019-11-10,1010344
"Cristina Kirchner",2019-11-11,1013678
"Cristina Kirchner",2019-11-12,1016130
"Cristina Kirchner",2019-11-13,1018095
"Cristina Kirchner",2019-11-14,1019540
"Cristina Kirchner",2019-11-15,1020707
"Cristina Kirchner",2019-11-16,1021724
"Cristina Kirchner",2019-11-17,1022865
"Cristina Kirchner",2019-11-18,1023794
"Cristina Kirchner",2019-11-19,1024545
"Cristina Kirchner",2019-11-20,1025436
"Cristina Kirchner",2019-11-21,1026176
"Cristina Kirchner",2019-11-22,1027042
"Cristina Kirchner",2019-11-23,1027896
"Cristina Kirchner",2019-11-24,1028306
"Cristina Kirchner",2019-11-25,1028865
"Cristina Kirchner",2019-11-26,1029257
"Cristina Kirchner",2019-11-27,1029523
"Cristina Kirchner",2019-11-28,1029796
"Cristina Kirchner",2019-11-29,1030318
"Cristina Kirchner",2019-11-30,1030555
"Cristina Kirchner",2019-12-01,1030798
"Cristina Kirchner",2019-12-02,1031295
"Cristina Kirchner",2019-12-03,1032968
"Cristina Kirchner",2019-12-04,1033692
"Cristina Kirchner",2019-12-05,1033609
"Cristina Kirchner",2019-12-06,1034090
"Cristina Kirchner",2019-12-07,1034517
"Cristina Kirchner",2019-12-08,1035023
"Cristina Kirchner",2019-12-09,1035811
"Cristina Kirchner",2019-12-10,1063185
"Cristina Kirchner",2019-12-11,1086422
"Cristina Kirchner",2019-12-12,1092537
"Cristina Kirchner",2019-12-13,1096923
"Cristina Kirchner",2019-12-14,1101696
"Cristina Kirchner",2019-12-15,1105287
"Cristina Kirchner",2019-12-16,1108421
"Cristina Kirchner",2019-12-17,1112344
"Cristina Kirchner",2019-12-18,1114712
"Cristina Kirchner",2019-12-19,1117003
"Cristina Kirchner",2019-12-20,1118755
"Cristina Kirchner",2019-12-21,1120716
"Cristina Kirchner",2019-12-22,1122044
"Cristina Kirchner",2019-12-23,1123386
"Cristina Kirchner",2019-12-24,1124564
"Cristina Kirchner",2019-12-25,1125566
"Cristina Kirchner",2019-12-26,1127237
"Cristina Kirchner",2019-12-27,1128648
"Cristina Kirchner",2019-12-28,1129504
"Cristina Kirchner",2019-12-29,1130444
"Cristina Kirchner",2019-12-30,1131158
"Cristina Kirchner",2019-12-31,1131888
"Cristina Kirchner",2020-01-01,1132647
"Cristina Kirchner",2020-01-02,1133543
"Cristina Kirchner",2020-01-03,1134540
"Cristina Kirchner",2020-01-04,1135346
"Cristina Kirchner",2020-01-05,1136440
"Cristina Kirchner",2020-01-06,1137453
"Cristina Kirchner",2020-01-07,1138321
"Cristina Kirchner",2020-01-08,1139199
"Cristina Kirchner",2020-01-09,1140135
"Cristina Kirchner",2020-01-10,1141190
"Cristina Kirchner",2020-01-11,1141863
"Cristina Kirchner",2020-01-12,1142475
"Cristina Kirchner",2020-01-13,1143075
"Cristina Kirchner",2020-01-14,1143564
"Cristina Kirchner",2020-01-15,1143971
"Cristina Kirchner",2020-01-16,1144381
"Cristina Kirchner",2020-01-17,1144716
"Cristina Kirchner",2020-01-18,1144914
"Cristina Kirchner",2020-01-19,1145095
"Cristina Kirchner",2020-01-20,1145272
"Cristina Kirchner",2020-01-21,1145669
"Cristina Kirchner",2020-01-22,1146119
"Cristina Kirchner",2020-01-23,1146560
"Cristina Kirchner",2020-01-24,1146987
"Cristina Kirchner",2020-01-25,1147262
"Cristina Kirchner",2020-01-26,1147452
"Cristina Kirchner",2020-01-27,1147670
"Cristina Kirchner",2020-01-28,1147741
"Cristina Kirchner",2020-01-29,1147764
"Cristina Kirchner",2020-01-30,1147943
"Cristina Kirchner",2020-01-31,1148175
"Cristina Kirchner",2020-02-01,1148310
"Cristina Kirchner",2020-02-02,1148444
"Cristina Kirchner",2020-02-03,1148347
"Cristina Kirchner",2020-02-04,1148547
"Cristina Kirchner",2020-02-05,1148808
"Cristina Kirchner",2020-02-06,1149095
"Cristina Kirchner",2020-02-07,1149355
"Cristina Kirchner",2020-02-08,1149514
"Cristina Kirchner",2020-02-09,1149610
"Cristina Kirchner",2020-02-10,1149867
"Cristina Kirchner",2020-02-11,1154976
"Cristina Kirchner",2020-02-12,1156538
"Cristina Kirchner",2020-02-13,1157275
"Cristina Kirchner",2020-02-14,1157926
"Cristina Kirchner",2020-02-15,1158850
"Cristina Kirchner",2020-02-16,1159634
"Cristina Kirchner",2020-02-17,1160253
"Cristina Kirchner",2020-02-18,1160862
"Cristina Kirchner",2020-02-19,1164855
"Cristina Kirchner",2020-02-20,1167367
"Cristina Kirchner",2020-02-21,1168084
"Cristina Kirchner",2020-02-22,1168635
"Cristina Kirchner",2020-02-23,1169173
"Cristina Kirchner",2020-02-24,1169800
"Cristina Kirchner",2020-02-25,1170442
"Cristina Kirchner",2020-02-26,1170991
"Cristina Kirchner",2020-02-27,1171278
"Cristina Kirchner",2020-02-28,1171821
"Cristina Kirchner",2020-02-29,1172339
"Cristina Kirchner",2020-03-01,1173264
"Cristina Kirchner",2020-03-02,1174328
"Cristina Kirchner",2020-03-03,1175099
"Cristina Kirchner",2020-03-04,1175998
"Cristina Kirchner",2020-03-05,1176653
"Cristina Kirchner",2020-03-06,1177393
"Cristina Kirchner",2020-03-07,1177938
"Cristina Kirchner",2020-03-08,1178710
"Cristina Kirchner",2020-03-09,1179409
"Cristina Kirchner",2020-03-10,1179952
"Cristina Kirchner",2020-03-11,1180410
"Cristina Kirchner",2020-03-12,1181101
"Cristina Kirchner",2020-03-13,1181684
"Cristina Kirchner",2020-03-14,1182034
"Cristina Kirchner",2020-03-15,1183106
"Cristina Kirchner",2020-03-16,1183923
"Cristina Kirchner",2020-03-17,1184926
"Cristina Kirchner",2020-03-18,1185743
"Cristina Kirchner",2020-03-19,1187172
"Cristina Kirchner",2020-03-20,1191321
"Cristina Kirchner",2020-03-21,1193691
"Cristina Kirchner",2020-03-22,1196474
"Cristina Kirchner",2020-03-23,1199110
"Cristina Kirchner",2020-03-24,1202425
"Cristina Kirchner",2020-03-25,1205306
"Cristina Kirchner",2020-03-26,1207807
"Cristina Kirchner",2020-03-27,1210015
"Cristina Kirchner",2020-03-28,1212054
"Cristina Kirchner",2020-03-29,1214544
"Cristina Kirchner",2020-03-30,1219088
"Cristina Kirchner",2020-03-31,1222123
"Cristina Kirchner",2020-04-01,1223839
"Cristina Kirchner",2020-04-02,1227291
"Cristina Kirchner",2020-04-03,1228725
"Cristina Kirchner",2020-04-04,1230235
"Cristina Kirchner",2020-04-05,1231260
"Cristina Kirchner",2020-04-06,1232376
"Cristina Kirchner",2020-04-07,1233229
"Cristina Kirchner",2020-04-08,1234169
"Cristina Kirchner",2020-04-09,1235054
"Cristina Kirchner",2020-04-10,1236215
"Cristina Kirchner",2020-04-11,1237510
"Cristina Kirchner",2020-04-12,1238415
"Cristina Kirchner",2020-04-13,1238992
"Cristina Kirchner",2020-04-14,1239412
"Cristina Kirchner",2020-04-15,1239922
"Cristina Kirchner",2020-04-16,1240507
"Cristina Kirchner",2020-04-17,1241361
"Cristina Kirchner",2020-04-18,1242200
"Cristina Kirchner",2020-04-19,1242763
"Cristina Kirchner",2020-04-20,1243173
"Cristina Kirchner",2020-04-21,1243661
"Cristina Kirchner",2020-04-22,1244250
"Cristina Kirchner",2020-04-23,1244779
"Cristina Kirchner",2020-04-24,1245290
"Cristina Kirchner",2020-04-25,1245812
"Cristina Kirchner",2020-04-26,1246760
"Cristina Kirchner",2020-04-27,1247231
"Cristina Kirchner",2020-04-28,1247783
"Cristina Kirchner",2020-04-29,1248197
"Cristina Kirchner",2020-04-30,1248642
"Cristina Kirchner",2020-05-01,1248999
"Cristina Kirchner",2020-05-02,1249314
"Cristina Kirchner",2020-05-03,1249513
"Cristina Kirchner",2020-05-04,1249876
"Cristina Kirchner",2020-05-05,1250051
"Cristina Kirchner",2020-05-06,1250267
"Cristina Kirchner",2020-05-07,1250509
"Cristina Kirchner",2020-05-08,1251015
"Cristina Kirchner",2020-05-09,1251693
"Cristina Kirchner",2020-05-10,1252102
"Cristina Kirchner",2020-05-11,1252491
"Cristina Kirchner",2020-05-12,1252802
"Cristina Kirchner",2020-05-13,1253048
"Cristina Kirchner",2020-05-14,1253337
"Cristina Kirchner",2020-05-15,1253660
"Cristina Kirchner",2020-05-16,1253903
"Cristina Kirchner",2020-05-17,1254578
"Cristina Kirchner",2020-05-18,1255103
"Cristina Kirchner",2020-05-19,1255439
"Cristina Kirchner",2020-05-20,1255662
"Cristina Kirchner",2020-05-21,1255785
"Cristina Kirchner",2020-05-22,1255590
"Cristina Kirchner",2020-05-23,1256006
"Cristina Kirchner",2020-05-24,1256483
"Cristina Kirchner",2020-05-25,1257055
"Cristina Kirchner",2020-05-26,1257429
"Cristina Kirchner",2020-05-27,1257607
"Cristina Kirchner",2020-05-28,1257849
"Cristina Kirchner",2020-05-29,1258261
"Cristina Kirchner",2020-05-30,1258651
"Cristina Kirchner",2020-05-31,1258854
"Cristina Kirchner",2020-06-01,1259190
"Cristina Kirchner",2020-06-02,1259490
"Cristina Kirchner",2020-06-03,1259812
"Cristina Kirchner",2020-06-04,1260050
"Cristina Kirchner",2020-06-05,1260451
"Cristina Kirchner",2020-06-06,1260523
"Cristina Kirchner",2020-06-07,1260658
"Cristina Kirchner",2020-06-08,1261148
"Cristina Kirchner",2020-06-09,1261776
"Cristina Kirchner",2020-06-10,1262067
"Cristina Kirchner",2020-06-11,1262453
"Cristina Kirchner",2020-06-12,1263133
"Cristina Kirchner",2020-06-13,1263500
"Cristina Kirchner",2020-06-14,1263817
"Cristina Kirchner",2020-06-15,1264140
"Cristina Kirchner",2020-06-16,1264380
"Cristina Kirchner",2020-06-17,1264692
"Cristina Kirchner",2020-06-18,1265160
"Cristina Kirchner",2020-06-19,1265490
"Cristina Kirchner",2020-06-20,1265715
"Cristina Kirchner",2020-06-21,1266121
"Cristina Kirchner",2020-06-22,1266374
"Cristina Kirchner",2020-06-23,1266665
"Cristina Kirchner",2020-06-24,1266882
"Cristina Kirchner",2020-06-25,1267026
"Cristina Kirchner",2020-06-26,1267268
"Cristina Kirchner",2020-06-27,1267349
"Cristina Kirchner",2020-06-28,1267521
"Cristina Kirchner",2020-06-29,1267745
"Cristina Kirchner",2020-06-30,1268018
"Cristina Kirchner",2020-07-01,1268331
"Cristina Kirchner",2020-07-02,1268543
"Cristina Kirchner",2020-07-03,1268784
"Cristina Kirchner",2020-07-04,1269107
"Cristina Kirchner",2020-07-05,1269444
"Cristina Kirchner",2020-07-06,1269818
"Cristina Kirchner",2020-07-07,1270119
"Cristina Kirchner",2020-07-08,1270278
"Cristina Kirchner",2020-07-09,1270790
"Cristina Kirchner",2020-07-10,1271197
"Cristina Kirchner",2020-07-11,1271439
"Cristina Kirchner",2020-07-12,1271701
"Cristina Kirchner",2020-07-13,1271991
"Cristina Kirchner",2020-07-14,1272066
"Cristina Kirchner",2020-07-15,1273017
"Cristina Kirchner",2020-07-16,1273254
"Cristina Kirchner",2020-07-17,1273623
"Cristina Kirchner",2020-07-18,1273808
"Cristina Kirchner",2020-07-19,1274035
"Cristina Kirchner",2020-07-20,1274230
"Cristina Kirchner",2020-07-21,1274369
"Cristina Kirchner",2020-07-22,1274602
"Cristina Kirchner",2020-07-23,1274676
"Cristina Kirchner",2020-07-24,1274842
"Cristina Kirchner",2020-07-25,1274967
"Cristina Kirchner",2020-07-26,1275121
"Cristina Kirchner",2020-07-27,1275100
"Cristina Kirchner",2020-07-28,1275116
"Cristina Kirchner",2020-07-29,1275131
"Cristina Kirchner",2020-07-30,1275095
"Cristina Kirchner",2020-07-31,1275203
"Cristina Kirchner",2020-08-01,1275354
"Cristina Kirchner",2020-08-02,1275467
"Cristina Kirchner",2020-08-03,1275542
"Cristina Kirchner",2020-08-04,1275729
"Cristina Kirchner",2020-08-05,1275908
"Cristina Kirchner",2020-08-06,1275802
"Cristina Kirchner",2020-08-07,1276008
"Cristina Kirchner",2020-08-08,1276135
"Cristina Kirchner",2020-08-09,1276241
"Cristina Kirchner",2020-08-10,1276343
"Cristina Kirchner",2020-08-11,1276406
"Cristina Kirchner",2020-08-12,1276603
"Cristina Kirchner",2020-08-13,1276843
"Cristina Kirchner",2020-08-14,1277037
"Cristina Kirchner",2020-08-15,1277151
"Cristina Kirchner",2020-08-16,1277268
"Cristina Kirchner",2020-08-17,1277306
"Cristina Kirchner",2020-08-18,1277420
"Cristina Kirchner",2020-08-19,1277649
"Cristina Kirchner",2020-08-20,1277794
"Cristina Kirchner",2020-08-21,1277969
"Cristina Kirchner",2020-08-22,1278168
"Cristina Kirchner",2020-08-23,1278384
"Cristina Kirchner",2020-08-24,1278543
"Cristina Kirchner",2020-08-25,1278371
"Cristina Kirchner",2020-08-26,1278478
"Cristina Kirchner",2020-08-27,1278726
"Cristina Kirchner",2020-08-28,1278962
"Cristina Kirchner",2020-08-29,1279022
"Cristina Kirchner",2020-08-30,1279275
"Cristina Kirchner",2020-08-31,1279465
"Cristina Kirchner",2020-09-01,1279818
"Cristina Kirchner",2020-09-02,1280054
"Cristina Kirchner",2020-09-03,1280224
"Cristina Kirchner",2020-09-04,1280386
"Cristina Kirchner",2020-09-05,1280414
"Cristina Kirchner",2020-09-06,1280456
"Cristina Kirchner",2020-09-07,1280467
"Cristina Kirchner",2020-09-08,1280502
"Cristina Kirchner",2020-09-09,1280564
"Cristina Kirchner",2020-09-10,1280680
